"Date","Price","Open","High","Low"
"2005-11-16",3.0348,3.0348,3.0348,3.0273000000000003
"2008-06-16",3.1082,3.1082,3.1159,3.1076
"2006-03-13",3.0734,3.0734,3.0744,3.0607
"2009-03-31",3.2016,3.2016,3.2028,3.1818
"1994-03-22",3.2936,3.2857000000000003,3.2956000000000003,3.2821
"1993-02-22",3.3223000000000003,3.3195,3.3236,3.3174
"2006-12-22",3.1507,3.1507,3.1507,3.1384
"2007-11-13",3.1158,3.1158,3.1186,3.1149
"1988-09-13",3.4823,3.4665,3.4834,3.4634
"2006-02-15",3.0474,3.0474,3.0474,3.0432
"1980-06-06",3.052,3.0596,3.0642,3.0482
"1995-12-25",3.1362,3.134,3.1389,3.1334
"1998-07-10",3.2023,3.1917,3.2061,3.1914
"1986-01-10",3.2923,3.2927,3.2986,3.291
"1985-05-13",3.206,3.205,3.2075,3.2018
"1991-11-29",3.3805,3.383,3.3863000000000003,3.3767
"2000-11-20",3.0498000000000003,3.0498000000000003,3.0498000000000003,3.0498000000000003
"1998-12-08",3.2368,3.2455,3.2475,3.2362
"1981-04-09",2.9012,2.8973,2.902,2.8908
"1993-12-29",3.3022,3.3055000000000003,3.3102,3.2967
"2007-05-15",3.2351,3.2351,3.2369000000000003,3.2209000000000003
"1995-10-09",3.2448,3.2374,3.2449,3.2361
"1989-06-21",3.4722,3.4647,3.4777,3.4633000000000003
"1995-05-12",3.3572,3.362,3.3628,3.3561
"1990-12-06",3.3727,3.3792,3.3816,3.3676
"1995-06-22",3.3192,3.322,3.322,3.3184
"1998-12-11",3.2247,3.2264,3.2297,3.2212
"1990-10-24",3.4354,3.4377,3.446,3.4332000000000003
"1999-03-16",3.1944,3.1917,3.197,3.1891
"1986-03-18",3.2235,3.2275,3.2346,3.2205
"1993-11-29",3.3568,3.3491,3.3588,3.3481
"2004-02-11",2.7625,2.7625,2.7625,2.7625
"2005-10-17",3.0102,3.0102,3.0135,3.0069
"1995-02-14",3.3815,3.3816,3.3866,3.381
"2010-03-16",3.3635,3.3635,3.364,3.3344
"1999-08-26",3.3492,3.3492,3.3492,3.3492
"2010-09-20",3.1412,3.1412,3.1482,3.1406
"2012-01-27",3.2264,3.2135,3.2279,3.2132
"1998-01-02",3.0507,3.0547,3.0551,3.0492
"1997-02-06",3.1377,3.1398,3.1455,3.1337
"2010-06-30",3.178,3.178,3.1826,3.1695
"1999-02-25",3.2232000000000003,3.2209000000000003,3.2247,3.2182
"1980-09-24",2.9869,2.9854000000000003,2.9879,2.9789
"1991-11-08",3.3137,3.2972,3.3146,3.2961
"2005-05-06",2.9297,2.9297,2.9297,2.9297
"2008-07-22",3.0738000000000003,3.0738000000000003,3.0815,3.0686
"2005-01-17",2.827,2.827,2.827,2.827
"2008-06-05",3.0994,3.0994,3.1020000000000003,3.0978000000000003
"1994-04-26",3.3037,3.3013,3.3058,3.3001
"1980-07-09",3.0095,3.0156,3.0202,3.0036
"1997-01-10",3.1153,3.1177,3.1212,3.1081000000000003
"1994-10-21",3.3684000000000003,3.3697,3.3704,3.3655
"1993-12-09",3.3407,3.3359,3.3428,3.3325
"1982-02-02",2.8541,2.846,2.8553,2.8419
"2007-10-04",3.1268,3.1268,3.1296,3.1104000000000003
"1993-10-04",3.3068,3.3095,3.3128,3.3061
"2010-02-15",3.3944,3.3944,3.4026,3.3932
"1999-04-16",3.1791,3.1745,3.1803,3.1725000000000003
"1994-03-08",3.3043,3.3154,3.318,3.3011
"1993-10-13",3.3163,3.3079,3.3175,3.3067
"1993-05-20",3.2115,3.2119,3.2146,3.2069
"1980-12-15",2.8958,2.91,2.9109,2.8883
"1988-06-02",3.3672,3.3794,3.3819,3.3655
"2007-04-11",3.2274000000000003,3.2274000000000003,3.2286,3.2214
"2007-12-19",3.1182,3.1182,3.1219,3.1182
"2005-03-10",2.8698,2.8698,2.8698,2.8698
"1988-05-06",3.3784,3.3788,3.3815,3.3763
"1986-09-26",3.1812,3.182,3.1839,3.1764
"2001-06-18",3.0441000000000003,3.0441000000000003,3.0441000000000003,3.0441000000000003
"1986-11-20",3.2098,3.2058,3.2109,3.2031
"1985-10-30",3.2968,3.3009,3.3025,3.2921
"1984-01-05",3.0912,3.0802,3.0922,3.0783
"1994-05-26",3.3262,3.3276,3.3297,3.3241
"1993-10-27",3.3216,3.3236,3.3258,3.3167
"1989-02-22",3.5617,3.5568,3.5643,3.5517000000000003
"2003-09-29",2.8028,2.8028,2.8028,2.8028
"2009-09-11",3.2511,3.2511,3.2535,3.2483
"1992-06-25",3.4446000000000003,3.4516,3.4535,3.4385
"2001-05-23",3.084,3.084,3.084,3.084
"1987-03-10",3.2736,3.286,3.2923,3.2702
"1990-01-17",3.346,3.3622,3.3678,3.3432
"1987-07-15",3.278,3.2688,3.2799,3.2681
"2001-02-08",3.1114,3.1114,3.1114,3.1114
"1985-12-18",3.3428,3.3393,3.3458,3.337
"2004-04-29",2.7075,2.7075,2.7075,2.7075
"2004-02-18",2.7537000000000003,2.7537000000000003,2.7537000000000003,2.7537000000000003
"2011-06-01",3.2315,3.2315,3.2385,3.2295
"2007-07-04",3.2379,3.2379,3.2428,3.2372
"1982-02-17",2.8547,2.8538,2.8558,2.8494
"1992-11-09",3.2826,3.2706,3.2845,3.2698
"2009-06-02",3.194,3.194,3.198,3.1908000000000003
"1989-09-19",3.3058,3.2929,3.3081,3.2805
"2004-09-13",2.7365,2.7365,2.7365,2.7365
"2009-06-29",3.2047,3.2047,3.2097,3.2041
"1994-04-11",3.3337000000000003,3.3314,3.3361,3.3266
"2003-10-15",2.7891,2.7891,2.7891,2.7891
"1982-02-23",2.8638,2.8591,2.8653,2.8584
"2005-07-13",2.9945,2.9945,2.9945,2.9945
"2001-08-29",3.0347,3.0347,3.0347,3.0347
"2001-10-16",2.9701,2.9701,2.9701,2.9701
"1991-07-29",3.3633,3.3626,3.3686,3.3561
"2007-11-20",3.1216,3.1216,3.1237,3.1165000000000003
"1984-12-10",3.2217,3.2355,3.2374,3.2172
"1986-10-17",3.1843,3.1845,3.189,3.1778
"2005-03-03",2.8607,2.8607,2.8607,2.8607
"1996-03-20",3.1113,3.1092,3.1181,3.108
"2004-12-30",2.8284,2.8284,2.8284,2.8284
"2011-10-18",3.3916,3.3895,3.3927,3.384
"1982-11-02",2.8638,2.8694,2.8726000000000003,2.8616
"1994-01-19",3.2988,3.2898,3.3011,3.2889
"1995-10-17",3.2286,3.2342,3.2353,3.2265
"1983-03-11",2.9865,2.9915000000000003,2.9922,2.9796
"2008-01-17",3.1753,3.1753,3.1794,3.1497
"2008-07-07",3.1053,3.1053,3.1096,3.1039000000000003
"1990-11-02",3.4318,3.4407,3.4447,3.4295
"1997-07-15",3.122,3.1236,3.1262,3.1203000000000003
"2011-02-18",3.2937000000000003,3.2937000000000003,3.2952,3.2824
"1986-11-28",3.19,3.198,3.2027,3.1892
"2001-04-09",3.1172,3.1172,3.1172,3.1172
"2010-05-27",3.2517,3.2517,3.263,3.245
"1996-10-10",3.0989,3.0943,3.1033,3.0926
"1987-10-13",3.3178,3.3188,3.3246,3.316
"1997-05-14",3.109,3.1061,3.1121,3.1043000000000003
"1987-08-28",3.2721,3.2719,3.2727,3.2689
"2010-02-26",3.3405,3.3405,3.3615,3.3395
"2005-08-15",2.9245,2.9245,2.9278,2.9179
"1989-09-18",3.2914000000000003,3.2592,3.293,3.2568
"1999-12-22",3.4605,3.4605,3.4605,3.4605
"1992-11-10",3.2677,3.2822,3.2879,3.2624
"2001-05-18",3.0746,3.0746,3.0746,3.0746
"1983-01-13",2.9184,2.9163,2.9187,2.9133
"1985-11-25",3.302,3.2976,3.3054,3.2954
"1992-05-15",3.422,3.4153,3.4243,3.4133
"1988-09-02",3.4676,3.4672,3.4754,3.463
"2008-01-07",3.1687000000000003,3.1687000000000003,3.1693,3.158
"1983-08-15",2.9944,2.9907,2.9963,2.9892
"1988-11-30",3.4622,3.4645,3.4672,3.4591000000000003
"1987-04-15",3.2578,3.2664,3.2681,3.255
"1994-08-01",3.3579,3.3527,3.3609,3.3509
"1986-01-27",3.2807,3.2921,3.2923,3.2767
"1982-04-22",2.9178,2.9142,2.9185,2.9076
"2001-06-01",3.0681000000000003,3.0681000000000003,3.0681000000000003,3.0681000000000003
"1986-09-05",3.1768,3.1757,3.1795,3.1662
"1999-12-07",3.4877,3.4877,3.4877,3.4877
"1980-05-16",3.0714,3.0688,3.075,3.0656
"1983-02-11",2.9394,2.9406,2.9455,2.9384
"1985-08-29",3.302,3.2960000000000003,3.307,3.2938
"2012-12-10",3.1679,3.1663,3.1712,3.1627
"2011-08-23",3.3015,3.31,3.3102,3.298
"2003-06-18",2.8712,2.8712,2.8712,2.8712
"1989-09-14",3.2458,3.2502,3.2595,3.2456
"2009-10-28",3.3279,3.3279,3.3363,3.3237
"1985-11-27",3.307,3.303,3.3091,3.3014
"1989-01-23",3.5774,3.5812,3.5896,3.576
"2004-07-06",2.7041,2.7041,2.7041,2.7041
"2004-10-26",2.7805,2.7805,2.7805,2.7805
"2004-12-09",2.7656,2.7656,2.7656,2.7656
"2008-12-09",3.0977,3.0977,3.1033,3.0956
"2008-01-02",3.1567,3.1567,3.158,3.1512
"1991-12-18",3.3677,3.3703000000000003,3.3719,3.3646000000000003
"1982-07-12",2.8951,2.8978,2.8995,2.8942
"2009-05-27",3.1902,3.1902,3.1963,3.1898
"1985-03-25",3.2113,3.2114000000000003,3.2132,3.2066
"2000-05-09",3.305,3.305,3.305,3.305
"2009-05-14",3.2005,3.2005,3.2061,3.1964
"1986-08-25",3.1812,3.1814,3.1837,3.1772
"2011-10-25",3.3975,3.395,3.399,3.3913
"1985-12-16",3.3344,3.3211,3.3363,3.3207
"2007-04-05",3.2388,3.2388,3.2409,3.2307
"1990-05-30",3.44,3.4417,3.4434,3.4367
"1983-10-28",3.0736,3.0732,3.0765,3.0664
"1985-06-14",3.2107,3.2065,3.2114000000000003,3.2053000000000003
"1980-11-19",2.9549,2.9583,2.9617,2.9536
"2006-07-31",3.1681,3.1681,3.1693,3.1654
"2011-12-28",3.2993,3.286,3.3038,3.286
"1982-12-06",2.8805,2.8713,2.8825,2.8713
"1990-10-18",3.4327,3.4251,3.4367,3.4234
"1986-11-18",3.2155,3.2092,3.2191,3.2077
"1987-04-06",3.2544,3.2582,3.262,3.2529
"2001-03-14",3.126,3.126,3.126,3.126
"1995-02-02",3.3741000000000003,3.3696,3.3749,3.3689
"2009-12-21",3.361,3.361,3.3651,3.3554
"1986-05-08",3.2167,3.2153,3.2259,3.2101
"2009-05-12",3.1991,3.1991,3.2071,3.1976
"2009-07-28",3.2283,3.2283,3.2342,3.2268
"2004-08-02",2.7012,2.7012,2.7012,2.7012
"2002-10-30",2.8786,2.8786,2.8786,2.8786
"2011-01-18",3.2507,3.2507,3.2528,3.2442
"1992-12-01",3.3144,3.3144,3.3205,3.3066
"1994-01-24",3.278,3.2862,3.2868,3.275
"2000-01-14",3.4411,3.4411,3.4411,3.4411
"2008-03-19",3.1355,3.1355,3.1468,3.132
"2003-01-14",2.8493,2.8493,2.8493,2.8493
"1984-06-26",3.166,3.1596,3.1739,3.1573
"2008-08-21",3.0191,3.0191,3.0299,3.0186
"1987-06-23",3.2839,3.2824,3.2855,3.2811
"1988-12-08",3.4638,3.457,3.4648000000000003,3.4548
"1982-09-21",2.8834,2.8946,2.8947000000000003,2.8826
"1997-11-17",3.0603,3.0618,3.0638,3.058
"1983-03-28",3.0072,3.0124,3.0164,3.003
"1980-09-03",3.0091,3.0173,3.0193000000000003,3.0049
"1986-12-08",3.1938,3.1932,3.1976,3.1923
"1985-12-03",3.3213,3.3254,3.3275,3.3186
"2010-04-01",3.383,3.383,3.3881,3.3807
"1994-11-11",3.3679,3.367,3.3699,3.3648
"1984-03-19",3.1437,3.142,3.1472,3.14
"2000-03-21",3.3774,3.3774,3.3774,3.3774
"1987-12-30",3.3129,3.3175,3.3184,3.3115
"2007-11-06",3.1078,3.1078,3.1128,3.1074
"1989-04-10",3.5467,3.541,3.5518,3.5345
"1990-09-17",3.4861,3.4924,3.4937,3.4798
"1986-12-03",3.1885,3.1916,3.1956,3.1871
"1989-01-16",3.5432,3.5422,3.5458,3.5342
"1992-03-25",3.428,3.4314,3.4314,3.4257
"2011-09-05",3.3447,3.3468,3.3495,3.3393
"2012-08-13",3.1962,3.2031,3.2041,3.1927000000000003
"2000-03-22",3.3734,3.3734,3.3734,3.3734
"2011-07-22",3.2875,3.2774,3.2891,3.2774
"2011-05-09",3.2353,3.2353,3.2463,3.2317
"2003-10-09",2.7922,2.7922,2.7922,2.7922
"1998-07-02",3.1883,3.1974,3.1986,3.1881
"2008-01-14",3.1576,3.1576,3.1658,3.1536
"1983-06-22",2.9831,2.9789,2.9841,2.9778
"1992-08-06",3.3645,3.364,3.3685,3.3565
"2011-08-26",3.31,3.3023,3.3105,3.2993
"2010-10-28",3.174,3.174,3.1862,3.1677
"2004-12-22",2.8183,2.8183,2.8183,2.8183
"1985-10-10",3.3558,3.3638,3.3662,3.3511
"1992-02-03",3.4304,3.4335,3.4346,3.4243
"1981-07-23",2.8724,2.8574,2.8736,2.8566000000000003
"2005-12-22",3.0337,3.0337,3.0389,3.0332
"1983-04-07",3.0053,2.9951,3.0063,2.9937
"2000-11-02",3.0834,3.0834,3.0834,3.0834
"2010-02-08",3.3615,3.3615,3.3795,3.361
"2010-01-11",3.3897,3.3897,3.3897,3.3811
"2006-01-18",3.0077,3.0077,3.019,3.0049
"1999-12-02",3.4908,3.4908,3.4908,3.4908
"1983-08-16",2.9946,2.9939,2.9958,2.9912
"2005-08-24",2.97,2.97,2.9719,2.9667
"2005-01-26",2.8425,2.8425,2.8425,2.8425
"1996-01-25",3.0888,3.0886,3.0949,3.0802
"1986-03-17",3.2275,3.2207,3.23,3.2184
"2005-07-11",2.9788,2.9788,2.9788,2.9788
"1993-12-31",3.3051,3.3026,3.3077,3.3009
"1991-12-17",3.3697,3.3609,3.3718,3.3548
"1984-09-28",3.2538,3.255,3.2624,3.2475
"1996-09-02",3.0968,3.1014,3.1031,3.0936
"2004-02-13",2.7583,2.7583,2.7583,2.7583
"1985-07-25",3.2496,3.2479,3.2538,3.2462
"1985-12-06",3.3237,3.3244,3.3281,3.3231
"1990-09-05",3.4983,3.4996,3.5021,3.4937
"2002-08-07",2.925,2.925,2.925,2.925
"2010-08-05",3.1804,3.1804,3.1971,3.1795
"1993-03-23",3.2536,3.259,3.262,3.2515
"2008-06-06",3.1006,3.1006,3.1043000000000003,3.0937
"1993-07-01",3.2594000000000003,3.2567,3.2611,3.2556000000000003
"2009-07-14",3.2354000000000003,3.2354000000000003,3.2392000000000003,3.2336
"1986-05-13",3.2012,3.2067,3.2071,3.198
"2008-04-29",3.1297,3.1297,3.1372,3.1287000000000003
"1999-12-27",3.4643,3.4643,3.4643,3.4643
"1980-07-10",3.0091,3.0097,3.0147,3.0043
"1989-10-30",3.3605,3.3902,3.3965,3.3546
"1993-01-13",3.3175,3.3083,3.3189,3.3048
"2006-09-14",3.1262,3.1262,3.1314,3.126
"1998-01-23",3.0783,3.0797,3.0807,3.0769
"1993-12-28",3.3056,3.3138,3.3163,3.3051
"1999-01-08",3.2413,3.2404,3.2445,3.2385
"2003-01-24",2.8644,2.8644,2.8644,2.8644
"2003-08-05",2.8284,2.8284,2.8284,2.8284
"1985-06-20",3.2258,3.2268,3.2288,3.2222
"1986-08-11",3.1985,3.1948,3.2023,3.1921
"2004-02-06",2.7565,2.7565,2.7565,2.7565
"2010-01-04",3.3662,3.3662,3.3758,3.3662
"2011-05-02",3.234,3.234,3.2543,3.2325
